geneId,label,H100,H080,H050,H030,H020,H010,H007,H005,H003,H000_adapt,H005_adapt,H010_adapt,H020_adapt,H030_adapt,H040_adapt,H050_adapt,H060_adapt,H070_adapt,H080_adapt,H090_adapt,H095_adapt
WBGene00012317,0,2.0,2.0,2.0,2.0,2.0,3.0,44.0,366.0,1024.0,2178.0,1734.0,884.0,292.0,88.0,14.0,3.0,2.0,1.0,1.0,1.0,1.0
WBGene00012318,0,4.0,6.0,9.0,13.0,18.0,24.0,26.0,28.0,28.0,29.0,28.0,28.0,20.0,10.0,6.0,4.0,2.0,1.0,1.0,1.0,1.0
WBGene00012322,0,2.0,2.0,2.0,2.0,4.0,16.0,52.5,112.5,210.5,285.5,276.5,138.5,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
WBGene00012323,0,3.0,3.0,3.0,3.0,5.0,36.0,53.0,69.0,89.0,115.0,114.0,91.0,12.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0
WBGene00012324,0,3.0,3.0,3.0,3.0,4.0,41.0,64.0,82.0,128.0,165.0,164.0,130.0,11.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0
WBGene00012326,0,520.0,521.0,522.0,524.0,524.0,524.0,525.0,525.0,525.0,1971.5,1672.5,974.0,466.0,397.0,59.5,12.0,2.0,1.0,1.0,0.0,0.0
WBGene00012328,0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,24.0,43.0,59.0,37.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
WBGene00012335,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012336,0,3.0,17.0,19.0,27.0,29.0,30.0,32.0,35.0,38.0,37.0,36.0,36.0,33.0,18.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0
WBGene00012337,0,8.0,15.0,30.0,34.0,50.0,57.0,68.0,103.0,250.0,368.0,231.0,63.0,30.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
WBGene00012338,0,,,,,,,,,,,,,,,,,,,,,
WBGene00012342,0,96.0,167.0,201.0,262.0,359.0,656.0,669.0,682.0,693.0,848.0,687.0,477.0,160.0,77.0,44.0,6.0,2.0,2.0,1.0,0.0,0.0
WBGene00012343,0,2.0,2.0,2.0,2.0,2.0,8.0,14.0,14.0,14.0,15.0,14.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
WBGene00012345,0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,6.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
WBGene00012346,0,13.0,14.0,15.0,15.0,16.0,17.0,19.0,20.0,20.0,21.0,20.0,17.0,15.0,15.0,14.0,12.0,4.0,0.0,0.0,0.0,0.0
WBGene00012348,0,90.0,95.0,100.0,103.0,108.0,117.0,125.0,129.0,129.0,130.0,129.0,129.0,103.0,93.0,68.0,37.0,5.0,2.0,1.0,1.0,1.0
WBGene00012351,0,59.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,64.0,65.0,64.0,64.0,61.0,61.0,61.0,61.0,50.0,19.0,2.0,2.0,2.0
WBGene00012357,0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00012358,0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,5.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
WBGene00012360,0,110.0,170.0,413.0,501.0,539.0,799.0,809.0,816.0,828.0,1231.0,1156.0,450.0,254.0,49.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
WBGene00012362,0,4.0,7.0,17.0,33.0,65.0,94.0,98.0,102.0,107.0,116.0,114.0,106.0,72.0,20.0,12.0,4.0,2.0,2.0,2.0,2.0,1.0
WBGene00012363,0,2.0,2.0,2.0,2.0,2.0,2.0,14.0,15.5,25.5,28.5,27.5,27.5,6.5,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.5
WBGene00012364,0,2.0,2.0,2.0,4.0,6.5,48.0,69.0,80.5,89.5,94.0,93.0,81.5,24.0,2.5,2.0,2.0,1.0,1.0,1.0,0.5,0.5
WBGene00012366,0,1.0,1.0,2.0,16.0,32.0,40.0,42.0,46.0,56.0,63.0,61.0,59.0,36.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
WBGene00012373,0,0.0,0.0,1.0,3.0,3.0,4.0,4.0,4.0,8.0,9.0,8.0,8.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00012375,0,7.0,17.0,47.0,79.0,141.0,500.0,500.0,500.0,500.0,2586.0,2533.0,2314.0,1137.0,56.0,16.0,4.0,1.0,1.0,1.0,0.0,0.0
WBGene00012378,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012379,0,1.0,3.0,5.0,6.0,11.0,195.0,443.0,574.0,773.0,450.0,425.0,352.0,183.0,120.0,50.0,18.0,5.0,3.0,1.0,1.0,1.0
WBGene00012380,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00012381,0,1.0,1.0,1.0,4.0,5.0,10.0,14.0,19.0,22.0,23.0,22.0,13.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00012382,0,0.0,1.0,1.0,6.0,8.0,41.0,62.0,83.0,101.0,106.0,105.0,105.0,95.0,41.0,7.0,5.0,1.0,1.0,1.0,1.0,0.0
WBGene00012383,0,0.0,1.0,3.0,6.0,9.0,26.0,58.0,75.0,88.0,95.0,94.0,94.0,85.0,26.0,6.0,5.0,3.0,3.0,3.0,3.0,1.0
WBGene00012384,0,,,,,,,,,,,,,,,,,,,,,
WBGene00012385,0,3.0,3.0,3.0,3.0,3.0,1435.0,1866.0,2104.0,2282.0,3095.0,2992.0,2392.0,1809.0,1330.0,976.0,592.0,322.0,124.0,43.0,18.0,7.0
WBGene00012387,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012388,0,0.0,0.0,0.0,2.0,7.0,25.0,29.0,30.0,39.0,33.0,29.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012389,0,2.0,2.0,3.0,3.0,5.0,9.0,11.0,12.0,12.0,10.0,9.0,7.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
WBGene00012391,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012393,0,2.0,2.0,2.0,2.0,2.0,9.0,14.0,23.0,31.0,38.0,32.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
WBGene00012394,0,2.0,2.0,4.0,17.0,32.0,119.0,214.0,322.0,500.0,704.0,694.0,625.0,110.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00012397,0,1.0,4.0,10.0,11.0,106.0,276.0,332.0,373.0,414.0,424.0,422.0,410.0,101.0,11.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00012398,0,1.0,2.0,2.0,2.0,3.0,3.0,5.0,8.0,9.0,13.0,11.0,7.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
WBGene00012405,0,1.0,2.0,2.0,4.0,9.0,13.0,19.0,63.0,231.0,499.0,424.0,101.0,13.0,6.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0
WBGene00012407,0,14.0,25.0,25.0,36.0,57.0,60.0,66.0,140.0,230.0,300.0,291.0,69.0,51.0,25.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0
WBGene00012408,0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00012409,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00012411,0,,,,,,,,,,,,,,,,,,,,,
WBGene00012412,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00012414,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012415,0,,,,,,,,,,,,,,,,,,,,,
WBGene00012416,0,14.0,31.0,288.0,388.0,477.0,501.0,501.0,501.0,501.0,691.0,689.0,683.0,613.0,106.0,7.0,7.0,5.0,5.0,4.0,1.0,1.0
WBGene00012420,0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0
WBGene00012422,0,,,,,,,,,,,,,,,,,,,,,
WBGene00012429,0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
WBGene00012431,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012432,0,1.0,1.0,3.0,3.0,4.0,6.0,7.0,10.0,20.0,25.0,24.0,17.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
WBGene00012434,0,0.0,0.0,0.0,0.5,1.0,1.0,1.5,3.0,3.5,5.0,4.0,4.0,4.0,1.5,1.0,1.0,1.0,1.0,0.5,0.5,0.0
WBGene00012436,0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,5.0,7.0,7.0,6.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
WBGene00012437,0,258.0,312.0,353.0,376.0,387.0,416.0,419.0,421.0,423.0,417.0,403.0,365.0,126.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0
WBGene00012439,0,2.0,2.0,2.0,3.0,4.0,5.0,7.0,8.0,9.0,10.0,9.0,9.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
WBGene00012440,0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
WBGene00012446,0,15.0,42.0,79.0,104.0,111.0,157.0,415.0,505.0,508.0,875.0,817.0,165.0,119.0,69.0,11.0,3.0,2.0,2.0,1.0,1.0,1.0
WBGene00012449,0,6.0,8.0,21.0,78.0,105.0,209.0,508.0,509.0,509.0,886.0,804.0,215.0,128.0,25.0,6.0,4.0,3.0,2.0,1.0,1.0,1.0
WBGene00012450,0,0.0,0.0,2.0,2.0,2.0,11.0,16.0,16.0,18.0,19.0,18.0,18.0,16.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012452,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00012455,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012456,0,0.0,0.0,1.0,1.0,2.0,11.0,11.0,11.0,11.0,11.0,10.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012457,0,0.0,1.0,2.0,3.0,3.0,21.0,52.0,79.0,111.0,119.0,118.0,112.0,97.0,38.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0
WBGene00012462,0,1.0,1.0,2.0,2.0,2.0,5.0,5.0,6.0,7.0,10.0,9.0,6.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00012464,0,4.0,8.0,17.0,53.0,81.0,121.0,124.0,128.0,133.0,136.0,135.0,133.0,104.0,23.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0
WBGene00012467,0,2.0,3.0,8.0,21.0,74.0,114.0,122.0,126.0,134.0,138.0,137.0,135.0,107.0,9.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
WBGene00012469,0,3.0,4.0,13.0,22.0,29.0,34.0,37.0,46.0,48.0,48.0,47.0,42.0,24.5,6.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0
WBGene00012470,0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,7.0,8.0,9.0,8.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012474,0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012475,0,1.0,1.0,1.0,1.0,6.0,14.0,17.0,32.0,49.0,52.0,51.0,51.0,35.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
WBGene00012477,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012478,0,1.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,6.0,8.0,7.0,6.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0
WBGene00012479,0,3.0,3.0,18.0,41.0,94.0,1015.0,1385.0,1576.0,1756.0,2377.0,2314.0,1918.0,1014.0,657.0,399.0,208.0,95.0,38.0,23.0,14.0,9.0
WBGene00012480,0,0.0,0.0,7.0,16.0,39.0,70.0,76.0,80.0,89.0,98.0,96.0,94.0,67.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012481,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012482,0,0.0,0.0,1.0,9.0,27.0,66.0,73.0,76.0,89.0,100.0,95.0,90.0,64.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012483,0,0.0,0.0,1.0,1.0,1.0,13.0,26.0,33.0,37.0,42.0,40.0,40.0,37.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
WBGene00012486,0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012487,0,6.0,9.0,12.0,13.0,15.0,52.0,98.0,122.0,162.0,183.0,182.0,170.0,24.0,8.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
WBGene00012489,0,0.0,0.0,1.0,140.0,168.0,221.0,387.0,390.0,396.0,400.0,399.0,233.0,139.0,12.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0
WBGene00012492,0,2.0,2.0,2.0,2.0,2.0,30.0,63.0,81.0,118.0,137.0,136.0,123.0,100.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
WBGene00012494,0,2.0,4.0,29.0,88.0,111.0,399.0,508.0,509.0,509.0,889.0,833.0,179.0,121.0,32.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
WBGene00012500,0,0.0,1.0,2.0,4.0,5.0,5.0,6.0,6.0,10.0,15.0,14.0,9.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012501,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012502,0,0.0,0.0,0.0,1.0,1.0,2.5,4.0,4.0,4.0,6.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012504,0,0.0,0.0,2.0,10.0,16.0,51.0,58.0,65.0,74.0,78.0,76.0,75.0,62.0,12.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
WBGene00012505,0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012506,0,,,,,,,,,,,,,,,,,,,,,
WBGene00012512,0,0.0,0.0,0.0,1.0,2.0,6.0,6.0,7.0,7.0,8.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012515,0,0.0,1.0,1.0,7.0,13.0,14.0,14.0,16.0,16.0,17.0,16.0,16.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012516,0,1.0,1.0,1.0,1.0,3.0,4.0,16.0,26.0,47.0,74.0,41.0,14.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00012518,0,6.0,6.0,9.0,32.0,106.0,253.0,331.0,377.0,412.0,427.0,426.0,424.0,366.0,111.0,9.0,6.0,6.0,3.0,1.0,1.0,1.0
WBGene00012519,0,,,,,,,,,,,,,,,,,,,,,
WBGene00012520,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012525,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00012526,0,,,,,,,,,,,,,,,,,,,,,
WBGene00012527,0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,10.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00012531,0,6.0,7.0,13.0,67.0,75.0,90.0,106.0,120.0,135.0,92.0,91.0,88.0,56.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
WBGene00012532,0,2.0,2.0,2.0,264.0,360.0,501.0,501.0,501.0,501.0,2463.0,2456.0,2385.0,1661.0,294.0,72.0,2.0,2.0,2.0,2.0,1.0,1.0
WBGene00012535,0,4.0,4.0,19.0,26.0,32.0,41.0,47.0,48.0,49.0,49.0,48.0,48.0,43.0,5.0,5.0,2.0,2.0,2.0,2.0,0.0,0.0
WBGene00012536,0,4.0,6.0,6.0,31.0,95.0,500.0,500.0,501.0,501.0,1645.0,1643.0,1589.0,738.0,6.0,4.0,3.0,3.0,1.0,0.0,0.0,0.0
WBGene00012537,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012540,0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
WBGene00012541,0,3.0,6.0,14.5,28.5,34.0,45.0,51.0,59.0,65.0,54.0,52.5,48.5,32.0,16.5,5.0,1.0,1.0,0.5,0.5,0.5,0.5
WBGene00012544,0,12.0,22.0,45.0,53.0,62.0,63.0,66.0,70.0,70.0,73.0,72.0,68.0,55.0,28.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0
WBGene00012546,0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,21.0,30.0,25.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
WBGene00012547,0,4.0,4.0,4.0,4.0,4.0,8.0,8.0,10.0,11.0,12.0,11.0,11.0,6.0,4.0,4.0,4.0,4.0,3.0,1.0,0.0,0.0
WBGene00012548,0,0.0,0.0,1.0,1.0,3.0,10.0,10.0,17.0,45.0,55.0,53.0,52.0,34.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
WBGene00012549,0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,13.0,34.0,58.0,55.0,54.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012557,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012559,0,18.0,20.0,28.0,36.0,36.0,36.0,37.0,37.0,37.0,38.0,37.0,36.0,36.0,25.0,12.0,1.0,1.0,1.0,1.0,0.0,0.0
WBGene00012573,0,,,,,,,,,,,,,,,,,,,,,
WBGene00012574,0,1.0,1.0,1.0,1.0,3.0,65.0,96.0,120.0,139.0,154.0,152.0,110.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00012577,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00012578,0,5.0,6.0,14.0,19.0,19.0,23.0,23.0,23.0,25.0,22.0,20.0,20.0,18.0,6.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0
WBGene00012605,0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00012609,0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
WBGene00012610,0,2.0,2.0,2.0,2.0,2.0,4.0,19.0,20.0,24.0,29.0,28.0,28.0,14.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
WBGene00012614,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
WBGene00012616,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,4.0,6.0,5.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012617,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012618,0,,,,,,,,,,,,,,,,,,,,,
WBGene00012621,0,0.0,0.0,2.0,2.0,2.0,11.0,56.0,127.0,249.0,245.0,215.0,194.0,58.0,10.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
WBGene00012623,0,,,,,,,,,,,,,,,,,,,,,
WBGene00012624,0,0.0,0.0,0.0,0.0,1.0,5.0,10.0,14.0,21.0,25.0,24.0,23.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012625,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012626,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,10.0,9.0,7.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
WBGene00012627,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012628,0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,9.0,8.0,8.0,7.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
WBGene00012629,0,3.0,3.0,5.0,56.0,69.0,78.0,94.0,104.0,134.0,160.0,159.0,136.0,80.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0
WBGene00012630,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012631,0,0.0,0.0,1.0,4.0,7.0,20.0,23.0,30.0,32.0,24.0,23.0,21.0,18.0,14.0,6.0,3.0,2.0,1.0,0.0,0.0,0.0
WBGene00012632,0,1.0,1.0,1.0,85.0,500.0,503.0,504.0,505.0,512.0,3938.0,3628.0,1312.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
WBGene00012633,0,,,,,,,,,,,,,,,,,,,,,
WBGene00012635,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
WBGene00012637,0,17.0,24.0,74.0,213.0,504.0,505.0,505.0,505.0,505.0,2506.0,2470.0,1898.0,479.0,63.0,22.0,12.0,10.0,6.0,3.0,3.0,1.0
WBGene00012638,0,3.0,3.0,27.0,500.0,500.0,500.0,500.0,500.0,500.0,5001.0,4986.0,4671.0,1429.0,61.0,3.0,3.0,3.0,3.0,2.0,1.0,0.0
WBGene00012639,0,2.0,15.0,16.0,2650.0,3747.0,4133.0,4239.0,4318.0,4359.0,4176.0,4120.0,3939.0,3506.0,2945.0,2383.0,1989.0,1662.0,1432.0,1296.0,1177.0,1127.0
WBGene00012643,0,0.0,0.0,1.0,1.0,1.0,5.0,8.0,9.0,11.0,16.0,15.0,11.0,9.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
WBGene00012644,0,2.0,2.0,9.0,12.0,17.0,55.0,69.0,82.0,89.0,97.0,72.0,29.0,11.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0
WBGene00012646,0,2.0,2.0,2.0,3.0,3.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
WBGene00012648,0,2.0,2.0,4.0,4.0,5.0,8.0,8.0,8.0,8.0,9.0,8.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
WBGene00012649,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00012651,0,1.0,1.0,1.0,1.0,1.0,2.0,2.5,3.0,4.0,5.0,4.0,3.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0
WBGene00012652,0,1.0,10.0,47.0,52.0,53.0,58.0,62.0,66.0,66.0,67.0,66.0,66.0,61.0,52.0,36.0,12.0,1.0,1.0,1.0,1.0,0.0
WBGene00012656,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012657,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00012659,0,18.0,18.0,35.0,53.0,63.0,84.0,91.0,107.0,129.0,143.0,139.0,96.0,45.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,0.0
WBGene00012661,0,10.0,29.0,37.0,47.0,49.0,49.0,49.0,50.0,51.0,50.0,48.0,48.0,46.0,44.0,21.0,4.0,2.0,1.0,1.0,1.0,1.0
WBGene00012662,0,0.0,1.0,2.0,4.0,4.0,4.0,5.0,8.0,8.0,13.0,11.0,11.0,6.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0
